job_id,job_city,job_industry,job_type,job_ownership,job_req_min_experience,received_callback,race,gender,years_college,worked_during_school,years_experience,computer_skills,special_skills,volunteer,military,employment_gap,has_email_address,resume_quality
1230,Chicago,finance_insurance_real_estate,secretary,public,0,0,black,F,4,NO,11,YES,NO,NO,NO,YES,NO,low
1230,Chicago,finance_insurance_real_estate,secretary,public,0,0,black,F,3,YES,5,YES,NO,YES,NO,NO,YES,high
1231,Chicago,business_and_personal_service,secretary,private,1,0,black,F,4,YES,15,YES,NO,NO,NO,NO,NO,low
1231,Chicago,business_and_personal_service,secretary,private,1,0,white,F,4,NO,3,YES,YES,NO,NO,YES,NO,low
1232,Chicago,finance_insurance_real_estate,retail_sales,unknown,0,0,white,F,4,NO,6,NO,NO,NO,NO,NO,NO,low
1232,Chicago,finance_insurance_real_estate,retail_sales,unknown,0,0,black,M,4,NO,3,YES,YES,NO,NO,NO,NO,low
1233,Chicago,business_and_personal_service,manager,unknown,3,0,white,F,4,NO,3,YES,YES,NO,NO,NO,NO,low
1233,Chicago,business_and_personal_service,manager,unknown,3,0,black,F,4,NO,8,NO,NO,NO,NO,YES,NO,low
1234,Chicago,other_service,clerical,private,0,0,white,F,3,NO,8,YES,NO,NO,NO,YES,NO,low
1234,Chicago,other_service,clerical,private,0,0,black,F,3,YES,16,YES,NO,NO,NO,NO,YES,high
1234,Chicago,other_service,clerical,private,0,0,black,F,4,YES,4,YES,NO,NO,NO,YES,NO,low
1234,Chicago,other_service,clerical,private,0,0,white,F,3,YES,3,YES,NO,YES,YES,NO,YES,high
1235,Chicago,business_and_personal_service,clerical,unknown,0.1,0,white,F,4,NO,7,YES,NO,NO,YES,YES,YES,high
1235,Chicago,business_and_personal_service,clerical,unknown,0.1,0,white,F,4,YES,4,YES,NO,NO,NO,YES,NO,low
1236,Chicago,transportation_communication,sales_rep,private,1,0,white,F,4,NO,5,NO,NO,NO,NO,YES,NO,low
1236,Chicago,transportation_communication,sales_rep,private,1,0,black,M,4,NO,4,NO,YES,NO,NO,NO,NO,low
1235,Chicago,business_and_personal_service,clerical,unknown,0.1,0,black,F,3,YES,4,YES,NO,NO,NO,NO,YES,high
1235,Chicago,business_and_personal_service,clerical,unknown,0.1,0,black,F,4,NO,11,YES,NO,NO,NO,YES,NO,low
1237,Chicago,other_service,clerical,nonprofit,0.5,0,white,F,3,NO,12,YES,NO,YES,NO,YES,YES,high
1237,Chicago,other_service,clerical,nonprofit,0.5,0,white,F,4,NO,11,YES,NO,NO,NO,YES,NO,low
1237,Chicago,other_service,clerical,nonprofit,0.5,0,black,F,3,YES,6,YES,NO,NO,NO,NO,NO,low
1237,Chicago,other_service,clerical,nonprofit,0.5,0,black,F,4,NO,9,YES,YES,YES,NO,YES,YES,high
1238,Chicago,manufacturing,retail_sales,private,0,0,black,M,4,NO,19,YES,YES,NO,NO,YES,YES,high
1238,Chicago,manufacturing,retail_sales,private,0,0,black,F,2,YES,1,NO,YES,YES,NO,NO,NO,low
1238,Chicago,manufacturing,retail_sales,private,0,0,white,F,3,NO,6,YES,YES,NO,NO,YES,YES,high
1238,Chicago,manufacturing,retail_sales,private,0,0,white,F,4,NO,5,YES,YES,NO,NO,YES,NO,low
1240,Chicago,other_service,clerical,unknown,0,0,black,M,4,YES,21,YES,NO,NO,NO,YES,YES,high
1239,Chicago,business_and_personal_service,supervisor,unknown,2,0,black,F,3,NO,21,YES,YES,YES,NO,YES,YES,high
1240,Chicago,other_service,clerical,unknown,0,1,white,F,4,NO,20,YES,YES,NO,NO,YES,YES,high
1239,Chicago,business_and_personal_service,supervisor,unknown,2,0,white,F,3,YES,19,YES,YES,NO,NO,NO,YES,high
1240,Chicago,other_service,clerical,unknown,0,1,white,F,3,YES,10,YES,YES,NO,NO,NO,NO,low
1240,Chicago,other_service,clerical,unknown,0,1,black,F,4,NO,8,YES,YES,NO,NO,YES,NO,low
230,Boston,manufacturing,sales_rep,unknown,2,0,white,F,4,YES,8,YES,NO,YES,NO,NO,YES,high
207,Boston,wholesale_and_retail_trade,sales_rep,private,0.1,0,white,M,4,YES,2,YES,NO,YES,YES,NO,YES,high
207,Boston,wholesale_and_retail_trade,sales_rep,private,0.1,0,white,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
190,Boston,other_service,sales_rep,private,0.1,0,black,M,4,NO,7,NO,NO,NO,NO,YES,NO,low
151,Boston,wholesale_and_retail_trade,sales_rep,private,0,0,black,M,4,NO,7,NO,NO,NO,NO,YES,NO,low
190,Boston,other_service,sales_rep,private,0.1,0,black,M,4,YES,2,YES,NO,YES,YES,NO,YES,high
190,Boston,other_service,sales_rep,private,0.1,0,white,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
274,Boston,business_and_personal_service,sales_rep,public,0,0,white,F,4,NO,8,NO,NO,YES,NO,NO,YES,high
45,Boston,finance_insurance_real_estate,manager,private,0.1,0,black,F,4,YES,14,YES,YES,YES,NO,NO,NO,high
230,Boston,manufacturing,sales_rep,unknown,2,0,black,F,4,NO,7,NO,NO,NO,NO,YES,NO,low
274,Boston,business_and_personal_service,sales_rep,public,0,0,black,F,4,YES,8,YES,NO,NO,NO,NO,NO,low
45,Boston,finance_insurance_real_estate,manager,private,0.1,0,black,F,4,NO,8,YES,NO,NO,NO,NO,NO,low
207,Boston,wholesale_and_retail_trade,sales_rep,private,0.1,0,black,F,4,NO,7,NO,NO,NO,NO,YES,NO,low
230,Boston,manufacturing,sales_rep,unknown,2,0,black,F,4,YES,2,YES,NO,YES,YES,NO,YES,high
274,Boston,business_and_personal_service,sales_rep,public,0,0,black,F,4,NO,10,YES,NO,YES,NO,YES,YES,high
151,Boston,wholesale_and_retail_trade,sales_rep,private,0,0,white,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
45,Boston,finance_insurance_real_estate,manager,private,0.1,0,white,F,4,NO,18,YES,NO,YES,NO,NO,NO,high
190,Boston,other_service,sales_rep,private,0.1,0,white,F,4,YES,8,YES,NO,YES,NO,NO,YES,high
151,Boston,wholesale_and_retail_trade,sales_rep,private,0,0,white,M,4,YES,8,YES,NO,YES,NO,NO,YES,high
274,Boston,business_and_personal_service,sales_rep,public,0,0,white,F,4,YES,8,NO,NO,NO,NO,NO,NO,low
151,Boston,wholesale_and_retail_trade,sales_rep,private,0,0,black,M,4,YES,2,YES,NO,YES,YES,NO,YES,high
45,Boston,finance_insurance_real_estate,manager,private,0.1,0,white,F,4,NO,26,NO,NO,NO,NO,NO,NO,low
230,Boston,manufacturing,sales_rep,unknown,2,0,white,M,4,YES,6,YES,NO,NO,NO,NO,NO,low
207,Boston,wholesale_and_retail_trade,sales_rep,private,0.1,0,black,M,4,YES,8,YES,NO,YES,NO,NO,YES,high
1241,Boston,other_service,secretary,private,0,0,white,F,3,NO,4,YES,YES,NO,NO,YES,NO,low
1241,Boston,other_service,secretary,private,0,0,white,F,4,NO,14,YES,NO,YES,NO,YES,YES,high
1241,Boston,other_service,secretary,private,0,1,black,F,3,NO,2,YES,YES,NO,NO,YES,NO,low
1241,Boston,other_service,secretary,private,0,0,black,F,2,NO,18,YES,YES,YES,NO,YES,YES,high
359,Boston,business_and_personal_service,manager,private,0,0,white,M,4,NO,8,YES,NO,NO,NO,NO,NO,low
359,Boston,business_and_personal_service,manager,private,0,0,white,M,4,NO,18,YES,NO,YES,NO,NO,NO,high
359,Boston,business_and_personal_service,manager,private,0,0,black,F,4,NO,26,NO,NO,NO,NO,NO,NO,low
359,Boston,business_and_personal_service,manager,private,0,0,black,M,4,YES,14,YES,YES,YES,NO,NO,NO,high
360,Boston,manufacturing,retail_sales,public,0,0,white,M,4,YES,2,YES,NO,YES,YES,NO,YES,high
360,Boston,manufacturing,retail_sales,public,0,1,white,F,4,NO,7,NO,NO,NO,NO,YES,NO,low
360,Boston,manufacturing,retail_sales,public,0,0,black,F,4,YES,8,YES,NO,YES,NO,NO,YES,high
360,Boston,manufacturing,retail_sales,public,0,0,black,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
1242,Boston,other_service,secretary,unknown,0,0,white,F,4,NO,11,YES,YES,NO,NO,NO,NO,low
1242,Boston,other_service,secretary,unknown,0,0,black,F,3,YES,7,YES,YES,NO,NO,YES,NO,low
1242,Boston,other_service,secretary,unknown,0,0,white,F,3,YES,16,YES,YES,YES,NO,NO,YES,high
1242,Boston,other_service,secretary,unknown,0,0,black,F,3,YES,26,YES,YES,YES,NO,YES,YES,high
361,Boston,other_service,retail_sales,private,0,0,black,M,4,YES,2,YES,NO,YES,YES,NO,YES,high
361,Boston,other_service,retail_sales,private,0,0,black,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
361,Boston,other_service,retail_sales,private,0,0,white,F,4,NO,7,NO,NO,NO,NO,YES,NO,low
361,Boston,other_service,retail_sales,private,0,0,white,M,4,YES,8,YES,NO,YES,NO,NO,YES,high
362,Boston,wholesale_and_retail_trade,retail_sales,public,0,0,white,M,4,YES,2,YES,NO,YES,YES,NO,YES,high
362,Boston,wholesale_and_retail_trade,retail_sales,public,0,0,black,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
362,Boston,wholesale_and_retail_trade,retail_sales,public,0,0,black,F,4,YES,8,YES,NO,YES,NO,NO,YES,high
362,Boston,wholesale_and_retail_trade,retail_sales,public,0,0,white,M,4,NO,7,NO,NO,NO,NO,YES,NO,low
363,Boston,wholesale_and_retail_trade,retail_sales,private,0,0,white,M,4,NO,7,NO,NO,NO,NO,YES,NO,low
363,Boston,wholesale_and_retail_trade,retail_sales,private,0,0,white,M,4,YES,2,YES,NO,YES,YES,NO,YES,high
363,Boston,wholesale_and_retail_trade,retail_sales,private,0,0,black,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
363,Boston,wholesale_and_retail_trade,retail_sales,private,0,0,black,M,4,YES,8,YES,NO,YES,NO,NO,YES,high
364,Boston,business_and_personal_service,manager,private,0.1,0,white,M,4,NO,8,YES,NO,NO,NO,NO,NO,low
364,Boston,business_and_personal_service,manager,private,0.1,0,black,F,4,NO,18,YES,NO,YES,NO,NO,NO,high
364,Boston,business_and_personal_service,manager,private,0.1,0,white,M,4,YES,14,YES,YES,YES,NO,NO,NO,high
364,Boston,business_and_personal_service,manager,private,0.1,0,black,M,4,NO,26,NO,NO,NO,NO,NO,NO,low
365,Boston,manufacturing,manager,private,1,0,white,F,4,NO,18,YES,NO,YES,NO,NO,NO,high
365,Boston,manufacturing,manager,private,1,0,white,F,4,NO,8,YES,NO,NO,NO,NO,NO,low
365,Boston,manufacturing,manager,private,1,0,black,M,4,YES,14,YES,YES,YES,NO,NO,NO,high
365,Boston,manufacturing,manager,private,1,0,black,F,4,NO,26,NO,NO,NO,NO,NO,NO,low
1243,Boston,other_service,secretary,unknown,0,0,black,F,4,YES,9,YES,NO,YES,NO,YES,YES,high
1243,Boston,other_service,secretary,unknown,0,0,white,F,4,NO,7,NO,YES,NO,NO,YES,NO,low
1243,Boston,other_service,secretary,unknown,0,0,white,F,3,NO,26,YES,YES,YES,NO,YES,YES,high
1243,Boston,other_service,secretary,unknown,0,0,black,F,3,YES,13,YES,YES,NO,NO,NO,NO,low
366,Boston,business_and_personal_service,manager,private,2,1,white,M,4,NO,8,YES,NO,NO,NO,NO,NO,low
366,Boston,business_and_personal_service,manager,private,2,1,black,F,4,NO,26,NO,NO,NO,NO,NO,NO,low
366,Boston,business_and_personal_service,manager,private,2,0,white,M,4,YES,14,YES,YES,YES,NO,NO,NO,high
366,Boston,business_and_personal_service,manager,private,2,1,black,F,4,NO,18,YES,NO,YES,NO,NO,NO,high
367,Boston,other_service,sales_rep,public,0,0,white,F,4,NO,7,NO,NO,NO,NO,YES,NO,low
367,Boston,other_service,sales_rep,public,0,0,black,F,4,YES,6,YES,NO,NO,NO,NO,NO,low
367,Boston,other_service,sales_rep,public,0,0,white,F,4,YES,7,YES,NO,YES,NO,NO,YES,high
367,Boston,other_service,sales_rep,public,0,0,black,F,4,YES,4,YES,NO,YES,YES,NO,YES,high
1244,Chicago,business_and_personal_service,secretary,private,3,1,black,F,4,NO,8,YES,YES,YES,NO,YES,YES,high
1244,Chicago,business_and_personal_service,secretary,private,3,1,white,F,4,YES,8,YES,NO,NO,NO,NO,YES,high
1245,Chicago,finance_insurance_real_estate,secretary,private,0.1,0,black,F,4,YES,4,YES,NO,YES,NO,NO,YES,high
1245,Chicago,finance_insurance_real_estate,secretary,private,0.1,1,white,F,4,NO,4,YES,NO,NO,NO,YES,NO,low
1245,Chicago,finance_insurance_real_estate,secretary,private,0.1,0,black,F,2,YES,3,YES,NO,YES,NO,YES,NO,low
1245,Chicago,finance_insurance_real_estate,secretary,private,0.1,0,white,F,3,YES,5,YES,NO,YES,NO,NO,YES,high
1246,Chicago,wholesale_and_retail_trade,retail_sales,private,0,0,white,F,1,NO,4,YES,YES,YES,NO,NO,YES,high
1246,Chicago,wholesale_and_retail_trade,retail_sales,private,0,0,black,M,4,NO,2,YES,YES,NO,NO,NO,NO,low
1246,Chicago,wholesale_and_retail_trade,retail_sales,private,0,0,white,M,2,NO,2,NO,NO,NO,NO,NO,NO,low
1246,Chicago,wholesale_and_retail_trade,retail_sales,private,0,0,black,M,4,YES,4,YES,YES,YES,NO,NO,YES,high
1247,Chicago,other_service,secretary,nonprofit,5,0,white,F,4,YES,15,YES,YES,NO,NO,YES,NO,low
1247,Chicago,other_service,secretary,nonprofit,5,0,white,F,3,YES,6,YES,NO,YES,NO,NO,YES,high
1247,Chicago,other_service,secretary,nonprofit,5,0,black,F,4,YES,5,YES,NO,NO,NO,NO,NO,low
1247,Chicago,other_service,secretary,nonprofit,5,0,black,F,4,YES,7,YES,YES,NO,NO,NO,YES,high
1248,Chicago,other_service,secretary,unknown,2,0,white,F,3,YES,7,YES,NO,NO,NO,NO,NO,high
1248,Chicago,other_service,secretary,unknown,2,0,black,F,3,NO,5,YES,NO,YES,NO,YES,YES,high
1248,Chicago,other_service,secretary,unknown,2,0,white,F,4,NO,4,YES,YES,NO,NO,YES,YES,low
1248,Chicago,other_service,secretary,unknown,2,0,black,F,2,YES,4,YES,NO,YES,NO,YES,NO,low
1249,Chicago,transportation_communication,sales_rep,unknown,0,0,white,M,2,NO,6,NO,NO,NO,NO,NO,NO,low
1249,Chicago,transportation_communication,sales_rep,unknown,0,1,black,M,1,NO,4,YES,YES,NO,NO,NO,NO,low
1250,Chicago,finance_insurance_real_estate,sales_rep,private,0,0,white,F,4,YES,6,NO,NO,YES,NO,NO,YES,high
1250,Chicago,finance_insurance_real_estate,sales_rep,private,0,0,black,F,1,NO,4,YES,YES,NO,NO,YES,NO,low
1250,Chicago,finance_insurance_real_estate,sales_rep,private,0,0,white,F,4,NO,3,YES,YES,NO,NO,NO,NO,low
1250,Chicago,finance_insurance_real_estate,sales_rep,private,0,0,black,M,4,YES,5,YES,YES,YES,YES,NO,YES,high
1251,Chicago,other_service,secretary,unknown,0,0,white,F,3,NO,13,YES,NO,NO,NO,YES,NO,low
1251,Chicago,other_service,secretary,unknown,0,0,white,F,3,YES,15,YES,NO,YES,NO,NO,YES,high
1251,Chicago,other_service,secretary,unknown,0,0,black,F,4,YES,14,YES,NO,NO,NO,NO,NO,high
1251,Chicago,other_service,secretary,unknown,0,0,black,F,4,YES,15,YES,YES,NO,NO,YES,NO,low
1252,Chicago,finance_insurance_real_estate,secretary,private,0.1,0,black,F,4,NO,7,YES,YES,NO,YES,YES,YES,high
1252,Chicago,finance_insurance_real_estate,secretary,private,0.1,0,white,F,4,YES,13,YES,NO,NO,NO,YES,NO,low
1252,Chicago,finance_insurance_real_estate,secretary,private,0.1,0,black,F,4,NO,25,YES,NO,NO,NO,YES,NO,low
1252,Chicago,finance_insurance_real_estate,secretary,private,0.1,0,white,F,4,YES,6,YES,NO,YES,NO,NO,YES,high
1253,Chicago,business_and_personal_service,supervisor,unknown,0,0,black,F,4,NO,8,YES,NO,NO,NO,YES,YES,low
1253,Chicago,business_and_personal_service,supervisor,unknown,0,0,white,F,4,YES,8,YES,NO,NO,NO,NO,YES,high
1253,Chicago,business_and_personal_service,supervisor,unknown,0,0,white,F,3,NO,8,YES,NO,NO,NO,YES,NO,low
1253,Chicago,business_and_personal_service,supervisor,unknown,0,0,black,F,3,YES,9,YES,NO,YES,NO,YES,YES,high
1254,Chicago,finance_insurance_real_estate,secretary,private,3,0,white,F,4,NO,14,YES,NO,NO,NO,YES,NO,low
1254,Chicago,finance_insurance_real_estate,secretary,private,3,0,black,F,3,NO,12,YES,NO,YES,NO,YES,YES,high
1254,Chicago,finance_insurance_real_estate,secretary,private,3,0,black,F,4,NO,11,YES,NO,NO,NO,YES,NO,low
1254,Chicago,finance_insurance_real_estate,secretary,private,3,0,white,F,4,YES,10,YES,NO,NO,NO,YES,YES,high
1255,Chicago,other_service,sales_rep,unknown,1,0,black,F,3,YES,6,YES,NO,NO,NO,NO,NO,low
1256,Chicago,business_and_personal_service,manager,unknown,0.1,0,white,F,4,NO,5,NO,NO,NO,NO,NO,NO,low
1255,Chicago,other_service,sales_rep,unknown,1,0,white,F,4,NO,5,YES,NO,NO,NO,YES,YES,low
1255,Chicago,other_service,sales_rep,unknown,1,0,white,F,4,NO,7,YES,NO,YES,NO,YES,YES,high
1255,Chicago,other_service,sales_rep,unknown,1,0,black,F,3,NO,7,YES,NO,YES,NO,YES,YES,high
1256,Chicago,business_and_personal_service,manager,unknown,0.1,0,black,M,4,NO,5,NO,NO,NO,NO,NO,NO,low
1257,Chicago,finance_insurance_real_estate,manager,unknown,0,0,black,F,4,NO,3,YES,NO,NO,NO,YES,NO,low
1257,Chicago,finance_insurance_real_estate,manager,unknown,0,0,white,F,3,YES,21,YES,NO,YES,NO,YES,YES,high
1257,Chicago,finance_insurance_real_estate,manager,unknown,0,0,white,F,3,NO,8,YES,NO,NO,NO,YES,NO,low
1257,Chicago,finance_insurance_real_estate,manager,unknown,0,0,black,F,4,YES,8,YES,NO,NO,NO,NO,YES,high
1259,Chicago,finance_insurance_real_estate,retail_sales,unknown,0,0,white,F,4,YES,5,NO,NO,YES,NO,NO,YES,high
1258,Chicago,business_and_personal_service,secretary,private,0,0,white,F,4,YES,10,YES,NO,YES,NO,NO,YES,high
1259,Chicago,finance_insurance_real_estate,retail_sales,unknown,0,0,black,M,1,NO,4,YES,YES,NO,NO,NO,NO,low
1258,Chicago,business_and_personal_service,secretary,private,0,0,black,F,4,NO,21,YES,YES,YES,NO,YES,YES,high
1259,Chicago,finance_insurance_real_estate,retail_sales,unknown,0,0,black,F,3,NO,7,YES,NO,YES,NO,YES,YES,high
1259,Chicago,finance_insurance_real_estate,retail_sales,unknown,0,0,white,F,4,NO,5,YES,YES,NO,NO,NO,NO,low
1260,Chicago,other_service,secretary,unknown,0,0,black,F,4,NO,6,YES,YES,NO,NO,YES,NO,low
1260,Chicago,other_service,secretary,unknown,0,0,white,F,4,NO,6,YES,YES,NO,NO,YES,NO,low
1260,Chicago,other_service,secretary,unknown,0,0,white,F,4,YES,7,YES,YES,YES,NO,NO,YES,high
1260,Chicago,other_service,secretary,unknown,0,0,black,F,4,NO,7,YES,YES,NO,YES,YES,YES,high
1261,Chicago,business_and_personal_service,manager,private,3,0,white,M,4,NO,5,YES,YES,YES,NO,YES,YES,high
1261,Chicago,business_and_personal_service,manager,private,3,0,black,M,4,YES,5,YES,YES,NO,NO,NO,YES,high
1263,Chicago,wholesale_and_retail_trade,manager,public,0.1,0,white,M,4,YES,6,YES,NO,NO,NO,NO,NO,low
1264,Chicago,other_service,retail_sales,nonprofit,0.1,0,white,M,4,NO,4,NO,YES,NO,NO,NO,NO,low
1263,Chicago,wholesale_and_retail_trade,manager,public,0.1,0,black,M,4,NO,2,YES,NO,NO,NO,NO,NO,low
1264,Chicago,other_service,retail_sales,nonprofit,0.1,0,black,M,4,NO,2,YES,YES,NO,NO,NO,NO,low
1263,Chicago,wholesale_and_retail_trade,manager,public,0.1,1,white,M,4,NO,11,YES,YES,YES,NO,YES,YES,high
1263,Chicago,wholesale_and_retail_trade,manager,public,0.1,0,black,M,4,YES,11,YES,NO,YES,NO,YES,YES,high
1265,Boston,finance_insurance_real_estate,supervisor,private,0,0,white,F,3,NO,1,YES,YES,NO,NO,YES,NO,low
1265,Boston,finance_insurance_real_estate,supervisor,private,0,0,black,F,2,NO,18,NO,NO,YES,NO,NO,YES,high
1265,Boston,finance_insurance_real_estate,supervisor,private,0,0,white,F,4,NO,9,YES,NO,YES,NO,YES,YES,high
1265,Boston,finance_insurance_real_estate,supervisor,private,0,0,black,F,3,NO,2,NO,YES,NO,NO,YES,NO,low
1266,Chicago,finance_insurance_real_estate,secretary,private,3,0,white,F,4,NO,8,YES,YES,YES,NO,YES,YES,high
1267,Chicago,wholesale_and_retail_trade,manager,private,0.1,0,white,F,4,NO,4,NO,YES,NO,NO,NO,NO,low
1267,Chicago,wholesale_and_retail_trade,manager,private,0.1,0,black,F,0,NO,4,YES,YES,NO,NO,YES,NO,low
1266,Chicago,finance_insurance_real_estate,secretary,private,3,0,white,F,4,YES,5,YES,NO,NO,NO,NO,NO,low
1266,Chicago,finance_insurance_real_estate,secretary,private,3,0,black,F,4,YES,9,YES,NO,YES,NO,YES,YES,high
1266,Chicago,finance_insurance_real_estate,secretary,private,3,0,black,F,4,NO,5,YES,YES,NO,NO,YES,NO,low
1268,Chicago,other_service,sales_rep,unknown,1,0,black,F,4,NO,2,YES,YES,NO,NO,YES,NO,low
1268,Chicago,other_service,sales_rep,unknown,1,0,white,F,4,YES,4,YES,YES,NO,NO,NO,YES,high
1268,Chicago,other_service,sales_rep,unknown,1,0,white,F,4,YES,3,YES,NO,NO,NO,NO,NO,low
1269,Chicago,wholesale_and_retail_trade,clerical,unknown,0,0,white,M,1,NO,4,YES,YES,YES,NO,NO,YES,high
1269,Chicago,wholesale_and_retail_trade,clerical,unknown,0,0,black,F,4,NO,1,YES,YES,YES,YES,YES,YES,high
1268,Chicago,other_service,sales_rep,unknown,1,0,black,F,4,YES,7,YES,NO,NO,NO,NO,YES,high
1270,Chicago,business_and_personal_service,secretary,private,0.1,0,black,F,4,YES,5,YES,NO,YES,NO,YES,YES,high
1270,Chicago,business_and_personal_service,secretary,private,0.1,0,white,F,4,NO,5,YES,YES,YES,NO,YES,YES,high
1270,Chicago,business_and_personal_service,secretary,private,0.1,0,black,F,4,YES,4,YES,NO,NO,NO,NO,NO,low
1270,Chicago,business_and_personal_service,secretary,private,0.1,0,white,F,4,NO,4,YES,YES,NO,NO,YES,NO,low
1272,Chicago,business_and_personal_service,manager,private,0,0,black,F,4,NO,3,YES,YES,NO,NO,NO,NO,low
1271,Chicago,other_service,clerical,nonprofit,0,0,white,F,4,NO,6,YES,YES,NO,NO,YES,NO,low
1271,Chicago,other_service,clerical,nonprofit,0,0,black,F,4,YES,7,YES,YES,NO,NO,NO,YES,high
1271,Chicago,other_service,clerical,nonprofit,0,0,black,F,4,YES,4,YES,NO,YES,NO,NO,YES,low
1271,Chicago,other_service,clerical,nonprofit,0,0,white,F,4,YES,5,YES,YES,NO,NO,NO,YES,high
1272,Chicago,business_and_personal_service,manager,private,0,0,white,F,4,NO,2,YES,YES,NO,NO,NO,NO,low
1273,Chicago,business_and_personal_service,clerical,public,0.1,0,white,F,4,NO,3,YES,YES,YES,NO,YES,YES,high
1273,Chicago,business_and_personal_service,clerical,public,0.1,0,white,F,4,NO,4,YES,NO,NO,NO,YES,NO,low
1273,Chicago,business_and_personal_service,clerical,public,0.1,0,black,F,4,YES,3,YES,NO,NO,NO,NO,NO,low
1273,Chicago,business_and_personal_service,clerical,public,0.1,0,black,F,4,YES,8,YES,NO,YES,NO,YES,YES,high
1274,Chicago,other_service,secretary,nonprofit,0,0,white,F,4,YES,5,YES,YES,NO,NO,YES,NO,low
1274,Chicago,other_service,secretary,nonprofit,0,0,black,F,3,YES,4,YES,NO,YES,NO,NO,YES,high
1274,Chicago,other_service,secretary,nonprofit,0,0,white,F,3,YES,2,YES,NO,YES,YES,NO,YES,high
1274,Chicago,other_service,secretary,nonprofit,0,0,black,F,3,YES,5,YES,YES,NO,NO,NO,NO,low
1275,Chicago,finance_insurance_real_estate,secretary,private,0,0,white,F,3,NO,20,YES,YES,YES,NO,YES,YES,high
1276,Chicago,wholesale_and_retail_trade,manager,unknown,0,0,black,M,3,NO,6,YES,NO,YES,NO,YES,YES,high
1275,Chicago,finance_insurance_real_estate,secretary,private,0,0,black,F,4,YES,5,YES,NO,NO,NO,YES,NO,low
1276,Chicago,wholesale_and_retail_trade,manager,unknown,0,0,white,M,2,NO,4,NO,YES,YES,NO,NO,YES,high
1275,Chicago,finance_insurance_real_estate,secretary,private,0,0,white,F,4,NO,3,YES,NO,NO,NO,YES,NO,low
1275,Chicago,finance_insurance_real_estate,secretary,private,0,0,black,F,3,YES,2,YES,YES,YES,YES,NO,YES,high
1277,Chicago,manufacturing,secretary,private,0,0,white,F,2,YES,3,YES,NO,YES,NO,YES,NO,low
1277,Chicago,manufacturing,secretary,private,0,0,white,F,3,YES,5,YES,NO,YES,NO,NO,YES,high
1277,Chicago,manufacturing,secretary,private,0,0,black,F,3,YES,16,YES,NO,NO,NO,NO,YES,high
1277,Chicago,manufacturing,secretary,private,0,0,black,F,3,YES,6,YES,YES,NO,NO,NO,NO,low
1278,Chicago,other_service,supervisor,private,0,0,black,F,4,NO,7,YES,YES,NO,YES,YES,YES,high
1278,Chicago,other_service,supervisor,private,0,0,white,F,4,NO,12,YES,NO,NO,NO,YES,NO,low
1279,Chicago,wholesale_and_retail_trade,manager,unknown,0,0,white,M,3,NO,6,NO,NO,NO,NO,YES,NO,low
1279,Chicago,wholesale_and_retail_trade,manager,unknown,0,0,black,M,4,NO,5,NO,NO,NO,NO,NO,NO,low
1278,Chicago,other_service,supervisor,private,0,0,white,F,3,YES,3,YES,NO,YES,YES,NO,YES,high
1278,Chicago,other_service,supervisor,private,0,0,black,F,4,YES,6,YES,NO,NO,NO,YES,NO,low
1280,Chicago,other_service,secretary,unknown,2,0,white,F,4,NO,6,YES,YES,NO,NO,YES,NO,low
1280,Chicago,other_service,secretary,unknown,2,0,black,F,4,YES,5,YES,NO,YES,NO,NO,YES,high
1280,Chicago,other_service,secretary,unknown,2,0,white,F,3,YES,3,YES,YES,YES,YES,NO,YES,high
1280,Chicago,other_service,secretary,unknown,2,0,black,F,4,YES,6,YES,NO,NO,NO,YES,NO,low
1281,Chicago,wholesale_and_retail_trade,supervisor,private,5,0,black,F,4,YES,6,YES,NO,NO,NO,YES,NO,low
1281,Chicago,wholesale_and_retail_trade,supervisor,private,5,0,white,F,3,NO,21,YES,NO,YES,NO,YES,YES,high
1281,Chicago,wholesale_and_retail_trade,supervisor,private,5,0,white,F,3,YES,6,YES,NO,NO,NO,NO,NO,low
1281,Chicago,wholesale_and_retail_trade,supervisor,private,5,0,black,F,3,YES,3,YES,NO,YES,YES,NO,YES,high
1283,Chicago,business_and_personal_service,sales_rep,unknown,0,0,white,M,2,YES,6,NO,NO,YES,NO,NO,YES,high
1282,Chicago,other_service,supervisor,private,0,0,white,F,4,YES,5,YES,NO,YES,NO,NO,YES,high
1282,Chicago,other_service,supervisor,private,0,0,black,F,3,YES,4,YES,NO,YES,YES,NO,YES,high
1283,Chicago,business_and_personal_service,sales_rep,unknown,0,0,black,F,4,YES,5,NO,NO,YES,NO,YES,YES,high
1282,Chicago,other_service,supervisor,private,0,0,black,F,4,YES,4,YES,NO,NO,NO,YES,NO,low
1282,Chicago,other_service,supervisor,private,0,0,white,F,4,NO,4,YES,NO,NO,NO,YES,NO,low
1284,Chicago,other_service,clerical,unknown,3,0,white,M,3,YES,3,NO,YES,YES,NO,NO,YES,high
